txn_id,customer_id,amount,currency,status,created_at
1,CS-001,202.79,USD,approved,2026-09-19T09:50:00
2,CS-002,453.56,USD,declined,2026-09-19T19:35:00
3,CS-003,336.23,USD,pending,2026-09-19T04:05:00
4,CS-004,210.49,USD,approved,2026-09-19T06:55:00
5,CS-005,69.86,USD,approved,2026-09-19T09:17:00
6,CS-006,450.2,USD,declined,2026-09-19T16:24:00
7,CS-007,183.8,USD,approved,2026-09-19T12:18:00
8,CS-008,272.56,USD,declined,2026-09-19T01:11:00
9,CS-009,479.15,USD,declined,2026-09-19T00:34:00
10,CS-010,288.05,USD,declined,2026-09-19T04:54:00
11,CS-011,250.26,USD,declined,2026-09-19T13:54:00
12,CS-012,26.28,USD,declined,2026-09-19T12:21:00
13,CS-013,48.33,USD,approved,2026-09-19T02:26:00
14,CS-014,344.98,USD,declined,2026-09-19T05:28:00
15,CS-015,430.66,USD,declined,2026-09-19T18:15:00
16,CS-016,259.09,USD,pending,2026-09-19T22:16:00
17,CS-017,461.21,USD,approved,2026-09-19T13:12:00
18,CS-018,44.7,USD,pending,2026-09-19T09:27:00
19,CS-019,374.0,USD,pending,2026-09-19T18:02:00
20,CS-020,72.43,USD,approved,2026-09-19T22:00:00
21,CS-021,190.64,USD,pending,2026-09-19T14:41:00
22,CS-022,112.67,USD,declined,2026-09-19T05:11:00
23,CS-023,419.45,USD,approved,2026-09-19T07:24:00
24,CS-024,105.18,USD,declined,2026-09-19T00:55:00
25,CS-025,94.6,USD,approved,2026-09-19T11:37:00
26,CS-026,30.05,USD,declined,2026-09-19T10:42:00
27,CS-027,287.64,USD,pending,2026-09-19T08:13:00
28,CS-028,416.28,USD,declined,2026-09-19T07:31:00
29,CS-029,56.9,USD,declined,2026-09-19T06:17:00
30,CS-030,142.55,USD,approved,2026-09-19T19:33:00
31,CS-031,475.65,USD,pending,2026-09-19T06:50:00
32,CS-032,399.53,USD,approved,2026-09-19T02:58:00
33,CS-033,64.2,USD,declined,2026-09-19T00:54:00
34,CS-034,189.05,USD,pending,2026-09-19T09:53:00
35,CS-035,62.09,USD,approved,2026-09-19T13:05:00
36,CS-036,107.55,USD,approved,2026-09-19T16:01:00
37,CS-037,483.64,USD,pending,2026-09-19T03:34:00
38,CS-038,464.98,USD,pending,2026-09-19T11:24:00
39,CS-039,82.08,USD,declined,2026-09-19T22:30:00
40,CS-040,92.46,USD,declined,2026-09-19T16:45:00
41,CS-041,414.29,USD,approved,2026-09-19T11:00:00
42,CS-042,420.54,USD,declined,2026-09-19T14:01:00
43,CS-043,354.3,USD,pending,2026-09-19T13:59:00
44,CS-044,231.62,USD,declined,2026-09-19T22:50:00
45,CS-045,167.7,USD,declined,2026-09-19T10:17:00
46,CS-046,209.82,USD,approved,2026-09-19T21:32:00
47,CS-047,435.88,USD,approved,2026-09-19T22:24:00
48,CS-048,469.7,USD,declined,2026-09-19T03:30:00
49,CS-049,395.0,USD,pending,2026-09-19T14:46:00
50,CS-050,345.73,USD,declined,2026-09-19T06:15:00
51,CS-051,223.59,USD,declined,2026-09-19T14:29:00
52,CS-052,255.31,USD,pending,2026-09-19T23:05:00
53,CS-053,372.83,USD,pending,2026-09-19T08:21:00
54,CS-054,95.93,USD,pending,2026-09-19T04:46:00
55,CS-055,141.73,USD,declined,2026-09-19T01:37:00
56,CS-056,170.35,USD,pending,2026-09-19T08:15:00
57,CS-057,401.13,USD,pending,2026-09-19T07:26:00
58,CS-058,368.12,USD,pending,2026-09-19T22:24:00
59,CS-059,104.16,USD,pending,2026-09-19T13:32:00
60,CS-060,159.26,USD,approved,2026-09-19T03:28:00
61,CS-061,211.99,USD,pending,2026-09-19T16:03:00
62,CS-062,220.18,USD,approved,2026-09-19T03:22:00
63,CS-063,327.32,USD,pending,2026-09-19T12:20:00
64,CS-064,163.47,USD,pending,2026-09-19T10:37:00
65,CS-065,419.82,USD,approved,2026-09-19T09:13:00
66,CS-066,140.83,USD,pending,2026-09-19T20:33:00
67,CS-067,390.39,USD,approved,2026-09-19T15:44:00
68,CS-068,156.3,USD,declined,2026-09-19T04:16:00
69,CS-069,469.56,USD,pending,2026-09-19T09:18:00
70,CS-070,356.61,USD,declined,2026-09-19T13:17:00
71,CS-071,296.0,USD,pending,2026-09-19T13:47:00
72,CS-072,355.47,USD,declined,2026-09-19T05:16:00
73,CS-073,351.26,USD,declined,2026-09-19T02:26:00
74,CS-074,123.82,USD,declined,2026-09-19T13:14:00
75,CS-075,290.61,USD,pending,2026-09-19T00:55:00
76,CS-076,80.25,USD,declined,2026-09-19T21:19:00
77,CS-077,119.95,USD,pending,2026-09-19T12:33:00
78,CS-078,241.61,USD,declined,2026-09-19T15:14:00
79,CS-079,26.42,USD,approved,2026-09-19T00:41:00
80,CS-080,258.68,USD,declined,2026-09-19T14:33:00
81,CS-081,174.84,USD,approved,2026-09-19T12:04:00
82,CS-082,170.34,USD,declined,2026-09-19T21:13:00
83,CS-083,368.85,USD,pending,2026-09-19T19:06:00
84,CS-084,146.84,USD,declined,2026-09-19T02:18:00
85,CS-085,268.3,USD,pending,2026-09-19T21:45:00
86,CS-086,415.88,USD,approved,2026-09-19T07:49:00
87,CS-087,38.29,USD,approved,2026-09-19T12:54:00
88,CS-088,37.31,USD,declined,2026-09-19T06:29:00
89,CS-089,10.6,USD,pending,2026-09-19T17:52:00
90,CS-090,348.57,USD,pending,2026-09-19T11:55:00
91,CS-091,145.61,USD,approved,2026-09-19T05:44:00
92,CS-092,289.95,USD,pending,2026-09-19T04:49:00
93,CS-093,431.06,USD,approved,2026-09-19T02:23:00
94,CS-094,88.19,USD,declined,2026-09-19T18:35:00
95,CS-095,107.03,USD,approved,2026-09-19T04:38:00
96,CS-096,188.59,USD,pending,2026-09-19T18:29:00
97,CS-097,447.76,USD,approved,2026-09-19T01:53:00
98,CS-098,73.87,USD,approved,2026-09-19T06:25:00
99,CS-099,360.55,USD,approved,2026-09-19T02:47:00
100,CS-100,353.66,USD,declined,2026-09-19T13:04:00
