txn_id,customer_id,amount,currency,status,created_at
1,CS-001,320.1,USD,pending,2026-09-14T21:34:00
2,CS-002,311.36,USD,pending,2026-09-14T12:28:00
3,CS-003,131.8,USD,declined,2026-09-14T19:54:00
4,CS-004,233.98,USD,pending,2026-09-14T14:14:00
5,CS-005,19.03,USD,approved,2026-09-14T02:22:00
6,CS-006,484.48,USD,pending,2026-09-14T15:45:00
7,CS-007,45.42,USD,approved,2026-09-14T08:30:00
8,CS-008,484.32,USD,declined,2026-09-14T16:45:00
9,CS-009,281.69,USD,approved,2026-09-14T20:47:00
10,CS-010,38.79,USD,approved,2026-09-14T10:08:00
11,CS-011,75.39,USD,pending,2026-09-14T18:52:00
12,CS-012,385.1,USD,approved,2026-09-14T10:04:00
13,CS-013,129.33,USD,declined,2026-09-14T10:52:00
14,CS-014,102.96,USD,declined,2026-09-14T01:23:00
15,CS-015,97.05,USD,pending,2026-09-14T00:02:00
16,CS-016,243.65,USD,pending,2026-09-14T03:32:00
17,CS-017,253.32,USD,pending,2026-09-14T22:15:00
18,CS-018,255.23,USD,declined,2026-09-14T22:14:00
19,CS-019,171.8,USD,declined,2026-09-14T07:02:00
20,CS-020,245.44,USD,declined,2026-09-14T13:33:00
21,CS-021,386.7,USD,pending,2026-09-14T11:49:00
22,CS-022,52.68,USD,declined,2026-09-14T16:06:00
23,CS-023,481.97,USD,approved,2026-09-14T01:39:00
24,CS-024,369.66,USD,pending,2026-09-14T05:34:00
25,CS-025,9.75,USD,pending,2026-09-14T12:00:00
26,CS-026,5.27,USD,pending,2026-09-14T19:29:00
27,CS-027,73.11,USD,declined,2026-09-14T17:28:00
28,CS-028,27.7,USD,declined,2026-09-14T17:41:00
29,CS-029,471.45,USD,approved,2026-09-14T19:51:00
30,CS-030,269.71,USD,pending,2026-09-14T17:48:00
31,CS-031,8.65,USD,approved,2026-09-14T10:13:00
32,CS-032,473.52,USD,declined,2026-09-14T23:38:00
33,CS-033,17.74,USD,approved,2026-09-14T22:29:00
34,CS-034,206.02,USD,declined,2026-09-14T03:53:00
35,CS-035,227.09,USD,approved,2026-09-14T08:26:00
36,CS-036,453.96,USD,declined,2026-09-14T22:06:00
37,CS-037,425.66,USD,approved,2026-09-14T11:06:00
38,CS-038,40.49,USD,declined,2026-09-14T17:45:00
39,CS-039,287.97,USD,approved,2026-09-14T08:30:00
