txn_id,customer_id,amount,currency,status,created_at
1,CS-001,184.58,USD,approved,2026-09-12T12:04:00
2,CS-002,288.35,USD,approved,2026-09-12T22:40:00
3,CS-003,490.81,USD,pending,2026-09-12T00:21:00
4,CS-004,374.06,USD,pending,2026-09-12T13:51:00
5,CS-005,207.01,USD,declined,2026-09-12T07:55:00
6,CS-006,96.86,USD,approved,2026-09-12T10:31:00
7,CS-007,297.0,USD,pending,2026-09-12T11:46:00
8,CS-008,496.56,USD,declined,2026-09-12T03:37:00
9,CS-009,226.93,USD,approved,2026-09-12T22:26:00
10,CS-010,427.82,USD,pending,2026-09-12T11:18:00
11,CS-011,366.35,USD,declined,2026-09-12T18:47:00
12,CS-012,413.89,USD,approved,2026-09-12T12:47:00
13,CS-013,494.97,USD,pending,2026-09-12T04:48:00
14,CS-014,181.31,USD,declined,2026-09-12T01:56:00
15,CS-015,381.96,USD,declined,2026-09-12T20:59:00
16,CS-016,340.24,USD,approved,2026-09-12T12:57:00
17,CS-017,64.34,USD,declined,2026-09-12T02:06:00
18,CS-018,31.18,USD,approved,2026-09-12T09:09:00
19,CS-019,483.92,USD,declined,2026-09-12T23:04:00
20,CS-020,499.99,USD,declined,2026-09-12T08:26:00
21,CS-021,464.78,USD,declined,2026-09-12T15:43:00
22,CS-022,491.68,USD,approved,2026-09-12T10:53:00
23,CS-023,407.01,USD,declined,2026-09-12T00:21:00
24,CS-024,443.02,USD,declined,2026-09-12T06:57:00
25,CS-025,166.57,USD,pending,2026-09-12T19:46:00
26,CS-026,494.38,USD,pending,2026-09-12T00:05:00
27,CS-027,428.04,USD,approved,2026-09-12T06:43:00
28,CS-028,484.31,USD,approved,2026-09-12T21:46:00
29,CS-029,475.88,USD,pending,2026-09-12T02:40:00
30,CS-030,163.23,USD,approved,2026-09-12T04:12:00
31,CS-031,31.37,USD,declined,2026-09-12T23:06:00
32,CS-032,182.53,USD,declined,2026-09-12T10:19:00
33,CS-033,83.15,USD,pending,2026-09-12T08:08:00
34,CS-034,439.72,USD,approved,2026-09-12T09:33:00
35,CS-035,436.0,USD,approved,2026-09-12T01:51:00
36,CS-036,316.93,USD,declined,2026-09-12T17:00:00
37,CS-037,406.62,USD,approved,2026-09-12T02:28:00
38,CS-038,83.18,USD,pending,2026-09-12T20:22:00
39,CS-039,383.64,USD,approved,2026-09-12T01:13:00
40,CS-040,491.51,USD,pending,2026-09-12T21:51:00
41,CS-041,160.61,USD,declined,2026-09-12T14:14:00
42,CS-042,31.48,USD,declined,2026-09-12T18:44:00
43,CS-043,255.7,USD,approved,2026-09-12T13:22:00
44,CS-044,196.6,USD,declined,2026-09-12T14:52:00
45,CS-045,78.13,USD,declined,2026-09-12T02:56:00
46,CS-046,43.01,USD,approved,2026-09-12T15:13:00
47,CS-047,446.82,USD,declined,2026-09-12T05:30:00
48,CS-048,246.28,USD,declined,2026-09-12T08:52:00
49,CS-049,176.71,USD,declined,2026-09-12T01:31:00
50,CS-050,497.44,USD,pending,2026-09-12T01:59:00
51,CS-051,441.11,USD,pending,2026-09-12T01:38:00
52,CS-052,189.11,USD,pending,2026-09-12T11:43:00
53,CS-053,120.65,USD,declined,2026-09-12T12:19:00
54,CS-054,342.83,USD,pending,2026-09-12T20:35:00
55,CS-055,415.35,USD,declined,2026-09-12T00:56:00
56,CS-056,368.92,USD,approved,2026-09-12T07:24:00
57,CS-057,150.34,USD,pending,2026-09-12T02:26:00
58,CS-058,328.17,USD,approved,2026-09-12T15:53:00
59,CS-059,60.92,USD,approved,2026-09-12T01:49:00
60,CS-060,360.76,USD,declined,2026-09-12T02:28:00
61,CS-061,344.77,USD,declined,2026-09-12T17:01:00
62,CS-062,401.74,USD,declined,2026-09-12T02:47:00
63,CS-063,111.23,USD,pending,2026-09-12T07:34:00
64,CS-064,410.48,USD,declined,2026-09-12T23:19:00
65,CS-065,379.12,USD,pending,2026-09-12T16:21:00
66,CS-066,58.59,USD,declined,2026-09-12T08:49:00
67,CS-067,477.75,USD,approved,2026-09-12T16:53:00
68,CS-068,329.43,USD,pending,2026-09-12T23:56:00
69,CS-069,80.27,USD,approved,2026-09-12T08:53:00
70,CS-070,141.75,USD,pending,2026-09-12T21:40:00
71,CS-071,107.27,USD,declined,2026-09-12T01:05:00
72,CS-072,442.06,USD,declined,2026-09-12T08:34:00
73,CS-073,10.16,USD,pending,2026-09-12T11:19:00
74,CS-074,302.2,USD,pending,2026-09-12T14:17:00
75,CS-075,71.95,USD,pending,2026-09-12T02:01:00
76,CS-076,419.5,USD,approved,2026-09-12T13:23:00
77,CS-077,494.92,USD,declined,2026-09-12T20:18:00
78,CS-078,462.57,USD,approved,2026-09-12T11:39:00
79,CS-079,447.87,USD,declined,2026-09-12T23:59:00
80,CS-080,326.04,USD,pending,2026-09-12T07:27:00
81,CS-081,130.24,USD,declined,2026-09-12T05:19:00
82,CS-082,50.58,USD,pending,2026-09-12T19:17:00
83,CS-083,21.66,USD,approved,2026-09-12T18:44:00
84,CS-084,292.72,USD,approved,2026-09-12T03:05:00
85,CS-085,223.17,USD,declined,2026-09-12T15:48:00
86,CS-086,92.76,USD,pending,2026-09-12T06:50:00
87,CS-087,158.91,USD,approved,2026-09-12T05:06:00
88,CS-088,171.77,USD,pending,2026-09-12T09:29:00
89,CS-089,366.99,USD,pending,2026-09-12T23:16:00
90,CS-090,192.4,USD,pending,2026-09-12T12:15:00
91,CS-091,443.08,USD,approved,2026-09-12T19:48:00
92,CS-092,319.08,USD,declined,2026-09-12T06:02:00
93,CS-093,245.19,USD,approved,2026-09-12T14:04:00
94,CS-094,366.37,USD,declined,2026-09-12T07:53:00
95,CS-095,111.23,USD,pending,2026-09-12T05:26:00
96,CS-096,61.68,USD,approved,2026-09-12T23:50:00
97,CS-097,139.09,USD,declined,2026-09-12T16:43:00
98,CS-098,21.7,USD,pending,2026-09-12T16:36:00
99,CS-099,224.11,USD,declined,2026-09-12T17:53:00
100,CS-100,31.88,USD,approved,2026-09-12T03:51:00
