txn_id,customer_id,amount,currency,status,created_at
1,CS-001,71.09,USD,pending,2026-09-11T15:56:00
2,CS-002,7.96,USD,pending,2026-09-11T14:41:00
3,CS-003,408.35,USD,approved,2026-09-11T15:54:00
4,CS-004,337.15,USD,declined,2026-09-11T02:53:00
5,CS-005,367.07,USD,declined,2026-09-11T17:54:00
6,CS-006,123.74,USD,approved,2026-09-11T11:00:00
7,CS-007,355.25,USD,approved,2026-09-11T09:32:00
8,CS-008,239.87,USD,approved,2026-09-11T10:24:00
9,CS-009,451.56,USD,pending,2026-09-11T05:25:00
10,CS-010,181.2,USD,declined,2026-09-11T02:35:00
11,CS-011,309.51,USD,approved,2026-09-11T17:50:00
12,CS-012,23.02,USD,declined,2026-09-11T05:03:00
13,CS-013,15.72,USD,approved,2026-09-11T04:33:00
14,CS-014,450.2,USD,approved,2026-09-11T23:11:00
15,CS-015,461.99,USD,pending,2026-09-11T07:23:00
16,CS-016,263.68,USD,pending,2026-09-11T08:30:00
17,CS-017,115.14,USD,pending,2026-09-11T00:56:00
18,CS-018,114.93,USD,approved,2026-09-11T01:49:00
19,CS-019,62.13,USD,declined,2026-09-11T17:35:00
20,CS-020,13.96,USD,pending,2026-09-11T20:27:00
21,CS-021,82.43,USD,approved,2026-09-11T00:47:00
22,CS-022,156.13,USD,declined,2026-09-11T03:38:00
23,CS-023,187.0,USD,declined,2026-09-11T07:19:00
24,CS-024,196.73,USD,pending,2026-09-11T01:02:00
25,CS-025,164.02,USD,declined,2026-09-11T15:32:00
26,CS-026,107.23,USD,approved,2026-09-11T11:53:00
27,CS-027,411.43,USD,pending,2026-09-11T20:48:00
28,CS-028,218.19,USD,declined,2026-09-11T22:56:00
29,CS-029,245.85,USD,pending,2026-09-11T17:51:00
30,CS-030,433.65,USD,declined,2026-09-11T02:48:00
31,CS-031,51.41,USD,pending,2026-09-11T09:54:00
32,CS-032,201.26,USD,approved,2026-09-11T08:01:00
33,CS-033,109.5,USD,approved,2026-09-11T16:38:00
34,CS-034,202.14,USD,approved,2026-09-11T15:53:00
35,CS-035,291.38,USD,approved,2026-09-11T01:02:00
36,CS-036,89.19,USD,approved,2026-09-11T19:41:00
37,CS-037,2.75,USD,pending,2026-09-11T20:17:00
38,CS-038,310.71,USD,pending,2026-09-11T13:37:00
39,CS-039,168.54,USD,declined,2026-09-11T11:22:00
40,CS-040,325.69,USD,approved,2026-09-11T16:46:00
41,CS-041,252.33,USD,declined,2026-09-11T00:56:00
42,CS-042,286.69,USD,approved,2026-09-11T16:53:00
43,CS-043,27.57,USD,approved,2026-09-11T07:52:00
44,CS-044,145.1,USD,approved,2026-09-11T10:48:00
45,CS-045,396.66,USD,pending,2026-09-11T05:45:00
46,CS-046,29.7,USD,declined,2026-09-11T15:02:00
47,CS-047,74.12,USD,declined,2026-09-11T12:26:00
48,CS-048,82.78,USD,pending,2026-09-11T13:25:00
49,CS-049,276.17,USD,approved,2026-09-11T20:14:00
50,CS-050,30.45,USD,approved,2026-09-11T03:26:00
51,CS-051,234.41,USD,pending,2026-09-11T19:42:00
52,CS-052,164.04,USD,pending,2026-09-11T05:56:00
53,CS-053,483.77,USD,declined,2026-09-11T05:36:00
54,CS-054,470.27,USD,declined,2026-09-11T07:24:00
55,CS-055,141.0,USD,approved,2026-09-11T10:02:00
56,CS-056,207.79,USD,pending,2026-09-11T03:24:00
