txn_id,customer_id,amount,currency,status,created_at
1,CS-001,67.43,USD,approved,2026-09-18T01:24:00
2,CS-002,353.35,USD,declined,2026-09-18T16:34:00
3,CS-003,85.42,USD,approved,2026-09-18T05:37:00
4,CS-004,346.13,USD,pending,2026-09-18T08:26:00
5,CS-005,475.56,USD,approved,2026-09-18T23:36:00
6,CS-006,349.84,USD,declined,2026-09-18T17:10:00
7,CS-007,365.55,USD,declined,2026-09-18T03:55:00
8,CS-008,217.6,USD,pending,2026-09-18T00:18:00
9,CS-009,221.55,USD,approved,2026-09-18T22:06:00
10,CS-010,418.64,USD,declined,2026-09-18T12:48:00
11,CS-011,397.8,USD,approved,2026-09-18T21:33:00
12,CS-012,132.55,USD,pending,2026-09-18T07:42:00
13,CS-013,283.9,USD,approved,2026-09-18T12:01:00
14,CS-014,212.95,USD,declined,2026-09-18T09:24:00
15,CS-015,184.85,USD,declined,2026-09-18T22:06:00
16,CS-016,43.96,USD,approved,2026-09-18T05:48:00
17,CS-017,15.83,USD,declined,2026-09-18T18:33:00
18,CS-018,491.39,USD,pending,2026-09-18T05:23:00
19,CS-019,146.61,USD,approved,2026-09-18T02:16:00
20,CS-020,36.82,USD,declined,2026-09-18T01:35:00
21,CS-021,264.62,USD,pending,2026-09-18T08:13:00
22,CS-022,133.76,USD,pending,2026-09-18T15:29:00
23,CS-023,444.71,USD,declined,2026-09-18T09:02:00
24,CS-024,36.22,USD,declined,2026-09-18T08:18:00
25,CS-025,451.83,USD,declined,2026-09-18T10:01:00
26,CS-026,480.21,USD,declined,2026-09-18T03:31:00
27,CS-027,9.68,USD,approved,2026-09-18T01:13:00
28,CS-028,274.01,USD,pending,2026-09-18T21:08:00
29,CS-029,384.73,USD,pending,2026-09-18T14:25:00
30,CS-030,480.64,USD,declined,2026-09-18T03:38:00
31,CS-031,376.73,USD,approved,2026-09-18T02:46:00
32,CS-032,287.04,USD,approved,2026-09-18T03:31:00
33,CS-033,465.52,USD,approved,2026-09-18T22:40:00
34,CS-034,243.41,USD,declined,2026-09-18T15:14:00
35,CS-035,392.15,USD,approved,2026-09-18T04:59:00
36,CS-036,13.75,USD,approved,2026-09-18T00:18:00
37,CS-037,116.22,USD,declined,2026-09-18T08:10:00
38,CS-038,470.1,USD,approved,2026-09-18T07:01:00
39,CS-039,112.86,USD,approved,2026-09-18T06:17:00
40,CS-040,497.15,USD,declined,2026-09-18T02:51:00
41,CS-041,350.78,USD,pending,2026-09-18T13:33:00
42,CS-042,307.81,USD,declined,2026-09-18T12:50:00
43,CS-043,394.19,USD,declined,2026-09-18T04:28:00
44,CS-044,86.41,USD,approved,2026-09-18T07:21:00
45,CS-045,296.0,USD,declined,2026-09-18T07:30:00
46,CS-046,152.67,USD,approved,2026-09-18T20:37:00
47,CS-047,179.79,USD,pending,2026-09-18T04:06:00
48,CS-048,455.53,USD,approved,2026-09-18T14:22:00
49,CS-049,224.79,USD,pending,2026-09-18T18:29:00
50,CS-050,109.56,USD,pending,2026-09-18T01:32:00
51,CS-051,264.36,USD,approved,2026-09-18T16:07:00
52,CS-052,123.14,USD,approved,2026-09-18T14:22:00
53,CS-053,447.25,USD,declined,2026-09-18T12:14:00
54,CS-054,449.46,USD,declined,2026-09-18T15:59:00
55,CS-055,330.0,USD,pending,2026-09-18T09:56:00
56,CS-056,474.21,USD,approved,2026-09-18T06:50:00
57,CS-057,447.01,USD,declined,2026-09-18T02:32:00
58,CS-058,190.56,USD,pending,2026-09-18T15:21:00
59,CS-059,403.53,USD,declined,2026-09-18T10:51:00
60,CS-060,443.04,USD,declined,2026-09-18T22:52:00
61,CS-061,423.3,USD,approved,2026-09-18T10:51:00
62,CS-062,476.84,USD,pending,2026-09-18T13:36:00
63,CS-063,349.18,USD,pending,2026-09-18T17:57:00
64,CS-064,332.89,USD,pending,2026-09-18T21:50:00
65,CS-065,103.58,USD,pending,2026-09-18T14:12:00
66,CS-066,353.38,USD,approved,2026-09-18T09:40:00
67,CS-067,185.94,USD,pending,2026-09-18T05:27:00
68,CS-068,78.19,USD,pending,2026-09-18T20:45:00
69,CS-069,449.03,USD,approved,2026-09-18T06:28:00
70,CS-070,428.52,USD,pending,2026-09-18T13:11:00
71,CS-071,149.76,USD,approved,2026-09-18T15:50:00
72,CS-072,47.97,USD,approved,2026-09-18T01:40:00
73,CS-073,192.71,USD,pending,2026-09-18T10:42:00
74,CS-074,352.0,USD,declined,2026-09-18T18:40:00
75,CS-075,221.7,USD,approved,2026-09-18T11:59:00
76,CS-076,183.94,USD,pending,2026-09-18T03:41:00
77,CS-077,266.95,USD,pending,2026-09-18T19:16:00
78,CS-078,77.43,USD,approved,2026-09-18T21:19:00
79,CS-079,352.52,USD,declined,2026-09-18T15:40:00
80,CS-080,151.07,USD,declined,2026-09-18T22:24:00
81,CS-081,177.06,USD,declined,2026-09-18T09:17:00
82,CS-082,84.78,USD,pending,2026-09-18T17:58:00
83,CS-083,323.09,USD,pending,2026-09-18T13:45:00
84,CS-084,130.66,USD,declined,2026-09-18T13:27:00
85,CS-085,91.27,USD,pending,2026-09-18T14:06:00
86,CS-086,441.99,USD,approved,2026-09-18T23:57:00
87,CS-087,378.78,USD,pending,2026-09-18T18:20:00
88,CS-088,382.31,USD,pending,2026-09-18T04:35:00
89,CS-089,55.38,USD,approved,2026-09-18T21:28:00
90,CS-090,388.84,USD,pending,2026-09-18T12:00:00
91,CS-091,153.88,USD,approved,2026-09-18T00:05:00
92,CS-092,350.0,USD,approved,2026-09-18T07:42:00
93,CS-093,293.5,USD,approved,2026-09-18T05:07:00
94,CS-094,291.91,USD,approved,2026-09-18T10:07:00
95,CS-095,54.29,USD,pending,2026-09-18T04:20:00
96,CS-096,178.15,USD,declined,2026-09-18T01:51:00
97,CS-097,236.89,USD,pending,2026-09-18T17:34:00
98,CS-098,358.57,USD,pending,2026-09-18T04:27:00
99,CS-099,440.44,USD,approved,2026-09-18T23:55:00
100,CS-100,384.27,USD,declined,2026-09-18T02:13:00
