txn_id,customer_id,amount,currency,status,created_at
1,CS-001,253.21,USD,pending,2026-09-20T22:41:00
2,CS-002,453.41,USD,pending,2026-09-20T16:38:00
3,CS-003,458.61,USD,approved,2026-09-20T02:49:00
4,CS-004,342.28,USD,pending,2026-09-20T17:15:00
5,CS-005,94.1,USD,pending,2026-09-20T23:36:00
6,CS-006,144.86,USD,pending,2026-09-20T04:33:00
7,CS-007,448.74,USD,pending,2026-09-20T10:42:00
8,CS-008,433.22,USD,pending,2026-09-20T03:44:00
9,CS-009,269.85,USD,declined,2026-09-20T10:32:00
10,CS-010,334.82,USD,approved,2026-09-20T16:24:00
11,CS-011,303.17,USD,pending,2026-09-20T09:06:00
12,CS-012,272.42,USD,pending,2026-09-20T17:15:00
13,CS-013,157.57,USD,pending,2026-09-20T05:34:00
14,CS-014,74.06,USD,pending,2026-09-20T17:03:00
15,CS-015,418.25,USD,pending,2026-09-20T23:40:00
16,CS-016,109.67,USD,approved,2026-09-20T22:48:00
17,CS-017,295.26,USD,pending,2026-09-20T14:41:00
18,CS-018,107.52,USD,pending,2026-09-20T02:00:00
19,CS-019,385.06,USD,pending,2026-09-20T09:04:00
20,CS-020,312.58,USD,pending,2026-09-20T04:58:00
21,CS-021,95.68,USD,declined,2026-09-20T20:28:00
22,CS-022,436.29,USD,approved,2026-09-20T17:24:00
23,CS-023,36.97,USD,approved,2026-09-20T01:25:00
24,CS-024,7.63,USD,pending,2026-09-20T23:01:00
25,CS-025,357.92,USD,declined,2026-09-20T14:48:00
26,CS-026,29.41,USD,pending,2026-09-20T13:55:00
27,CS-027,451.14,USD,declined,2026-09-20T08:51:00
28,CS-028,232.02,USD,declined,2026-09-20T14:34:00
29,CS-029,360.49,USD,pending,2026-09-20T13:14:00
30,CS-030,486.25,USD,pending,2026-09-20T16:05:00
31,CS-031,498.49,USD,declined,2026-09-20T01:01:00
32,CS-032,169.29,USD,pending,2026-09-20T16:40:00
33,CS-033,153.74,USD,declined,2026-09-20T14:09:00
34,CS-034,150.28,USD,pending,2026-09-20T02:05:00
35,CS-035,28.35,USD,approved,2026-09-20T17:54:00
36,CS-036,284.75,USD,approved,2026-09-20T07:10:00
37,CS-037,199.6,USD,pending,2026-09-20T19:15:00
38,CS-038,481.28,USD,pending,2026-09-20T14:09:00
39,CS-039,315.73,USD,declined,2026-09-20T19:32:00
40,CS-040,457.66,USD,declined,2026-09-20T14:35:00
41,CS-041,13.17,USD,pending,2026-09-20T11:57:00
42,CS-042,137.9,USD,declined,2026-09-20T19:09:00
43,CS-043,165.54,USD,declined,2026-09-20T06:25:00
44,CS-044,382.71,USD,pending,2026-09-20T00:10:00
45,CS-045,45.81,USD,approved,2026-09-20T03:23:00
46,CS-046,16.09,USD,pending,2026-09-20T18:11:00
47,CS-047,360.5,USD,pending,2026-09-20T22:03:00
48,CS-048,258.86,USD,pending,2026-09-20T15:47:00
49,CS-049,277.77,USD,approved,2026-09-20T20:24:00
50,CS-050,246.85,USD,approved,2026-09-20T15:19:00
51,CS-051,156.04,USD,pending,2026-09-20T17:26:00
52,CS-052,175.1,USD,approved,2026-09-20T08:23:00
53,CS-053,347.88,USD,approved,2026-09-20T20:56:00
54,CS-054,431.47,USD,approved,2026-09-20T02:27:00
55,CS-055,236.17,USD,declined,2026-09-20T08:27:00
56,CS-056,276.33,USD,pending,2026-09-20T04:59:00
57,CS-057,10.4,USD,approved,2026-09-20T03:05:00
58,CS-058,395.51,USD,pending,2026-09-20T18:15:00
59,CS-059,81.28,USD,pending,2026-09-20T02:27:00
60,CS-060,421.38,USD,declined,2026-09-20T07:07:00
61,CS-061,495.57,USD,approved,2026-09-20T01:57:00
62,CS-062,255.84,USD,declined,2026-09-20T01:13:00
63,CS-063,189.64,USD,approved,2026-09-20T19:38:00
64,CS-064,12.89,USD,declined,2026-09-20T19:01:00
65,CS-065,129.77,USD,pending,2026-09-20T17:41:00
66,CS-066,182.78,USD,pending,2026-09-20T00:06:00
67,CS-067,81.09,USD,declined,2026-09-20T17:41:00
68,CS-068,277.39,USD,pending,2026-09-20T17:11:00
69,CS-069,383.51,USD,approved,2026-09-20T11:51:00
70,CS-070,440.76,USD,approved,2026-09-20T20:18:00
71,CS-071,5.63,USD,approved,2026-09-20T22:03:00
72,CS-072,427.22,USD,declined,2026-09-20T09:01:00
73,CS-073,166.4,USD,approved,2026-09-20T03:13:00
74,CS-074,191.23,USD,pending,2026-09-20T04:45:00
75,CS-075,321.78,USD,pending,2026-09-20T13:54:00
76,CS-076,398.81,USD,declined,2026-09-20T20:36:00
77,CS-077,164.15,USD,declined,2026-09-20T07:40:00
78,CS-078,449.09,USD,pending,2026-09-20T15:03:00
79,CS-079,99.64,USD,declined,2026-09-20T00:33:00
80,CS-080,198.95,USD,declined,2026-09-20T18:24:00
81,CS-081,453.44,USD,declined,2026-09-20T11:20:00
82,CS-082,417.28,USD,pending,2026-09-20T06:35:00
83,CS-083,320.59,USD,approved,2026-09-20T10:14:00
84,CS-084,235.44,USD,declined,2026-09-20T03:25:00
85,CS-085,489.19,USD,approved,2026-09-20T10:56:00
86,CS-086,22.65,USD,approved,2026-09-20T21:39:00
87,CS-087,110.48,USD,pending,2026-09-20T04:34:00
88,CS-088,57.62,USD,approved,2026-09-20T22:08:00
89,CS-089,456.62,USD,pending,2026-09-20T20:26:00
90,CS-090,298.64,USD,declined,2026-09-20T07:46:00
91,CS-091,138.43,USD,declined,2026-09-20T14:55:00
92,CS-092,95.86,USD,pending,2026-09-20T10:23:00
93,CS-093,258.36,USD,declined,2026-09-20T16:09:00
94,CS-094,330.36,USD,declined,2026-09-20T09:31:00
95,CS-095,150.48,USD,approved,2026-09-20T02:36:00
96,CS-096,413.21,USD,approved,2026-09-20T11:08:00
97,CS-097,436.8,USD,declined,2026-09-20T16:38:00
98,CS-098,388.6,USD,approved,2026-09-20T20:47:00
99,CS-099,389.2,USD,pending,2026-09-20T05:56:00
100,CS-100,282.44,USD,pending,2026-09-20T12:58:00
